emp_no,dept_no,from_date,to_date
223270,d009,11/26/1987,4/1/1998
223271,d006,1/9/1990,1/1/9999
223272,d001,5/10/1995,10/31/2000
223273,d005,11/19/1990,1/1/9999
223274,d007,10/16/1986,3/22/1995
223275,d004,2/24/1999,1/1/9999
223276,d007,5/15/1991,1/1/9999
223277,d007,9/16/1996,1/1/9999
223278,d005,10/10/1992,1/1/9999
223279,d002,5/15/1994,1/1/9999
223280,d004,11/8/1986,12/24/1998
223280,d006,12/24/1998,1/1/9999
223281,d005,6/9/1996,1/1/9999
223282,d004,1/21/2000,1/1/9999
223283,d002,9/10/1986,10/15/1991
223284,d008,8/18/1988,1/1/9999
223285,d005,4/25/1994,1/1/9999
223286,d003,3/24/1989,1/1/9999
223287,d002,1/31/1988,5/8/1995
223288,d002,6/15/1995,1/1/9999
223289,d004,9/11/1996,11/9/1997
223289,d006,11/9/1997,5/23/2000
223290,d006,9/3/1998,1/1/9999
223291,d004,4/29/1997,1/1/9999
223292,d007,5/27/1989,1/1/9999
223293,d007,6/22/1996,1/1/9999
223294,d005,3/9/1990,1/1/9999
223295,d003,5/16/1990,1/1/9999
223296,d009,9/1/1998,8/10/2001
223297,d008,8/27/1991,1/1/9999
223298,d008,3/8/1998,6/24/2001
223299,d001,9/19/1986,1/1/9999
223300,d005,11/28/1991,9/17/2001
223300,d008,9/17/2001,1/1/9999
223301,d007,8/16/1990,6/7/1995
223302,d007,4/21/1993,1/1/9999
223303,d004,9/18/1994,1/1/9999
223304,d005,1/18/1992,1/1/9999
223305,d006,11/2/1988,1/1/9999
223306,d004,10/23/1993,1/1/9999
223307,d005,7/12/1990,1/1/9999
223308,d007,1/1/1994,8/30/1996
223309,d004,7/29/1991,6/23/2000
223310,d001,6/28/1992,5/11/2002
223310,d007,5/11/2002,1/1/9999
223311,d008,3/9/1992,1/1/9999
223312,d005,3/19/1991,1/1/9999
223313,d008,11/24/1989,1/1/9999
223314,d008,3/25/1997,1/1/9999
223315,d004,5/12/1992,2/11/1998
223316,d009,5/14/1990,1/1/9999
223317,d005,4/20/1987,9/29/2000
223318,d001,6/17/1985,1/1/9999
223319,d004,6/5/1985,1/1/9999
223320,d001,11/13/1986,1/1/9999
223321,d005,3/25/1987,8/7/1990
223321,d008,8/7/1990,11/27/1990
223322,d007,12/17/1990,1/1/9999
223323,d005,12/10/1991,10/17/1997
223324,d008,12/11/1990,1/1/9999
223325,d005,4/26/1992,1/1/9999
223326,d001,6/11/1986,1/1/9999
223327,d007,12/5/1985,1/1/9999
223328,d002,4/10/1990,2/16/2002
223329,d004,11/5/1998,1/1/9999
223329,d008,4/9/1994,11/5/1998
223330,d003,4/29/1991,1/1/9999
223331,d004,2/16/1998,1/1/9999
223332,d005,1/24/1990,1/1/9999
223333,d005,3/18/1994,1/1/9999
223334,d007,11/11/1996,1/1/9999
223335,d005,2/11/1991,5/12/1993
223336,d004,7/11/1995,1/1/9999
223337,d005,10/14/1986,1/1/9999
223338,d005,9/25/1994,4/29/2002
223338,d008,4/29/2002,1/1/9999
223339,d005,1/30/1990,10/12/1996
223340,d001,4/30/1999,1/1/9999
223341,d005,6/22/1987,4/27/1995
223342,d004,7/21/1995,1/1/9999
223343,d004,4/29/1986,1/1/9999
223344,d007,7/27/1988,1/1/9999
223345,d004,4/16/1996,1/1/9999
223346,d004,9/6/1990,1/1/9999
223347,d002,7/19/1998,4/22/2002
223347,d003,4/22/2002,1/1/9999
223348,d005,3/26/1991,1/1/9999
223349,d004,9/16/1992,5/27/1998
223350,d004,11/3/1998,1/1/9999
223351,d005,8/29/1990,1/1/9999
223352,d004,10/22/1986,1/1/9999
223353,d001,6/16/1985,1/1/9999
223354,d007,9/14/1988,1/1/9999
223355,d009,3/14/1998,1/1/9999
223356,d005,2/8/1994,9/3/1994
223356,d008,9/3/1994,7/23/1995
223357,d004,12/1/1992,1/1/9999
223358,d004,8/21/1989,1/1/9999
223359,d007,5/17/1989,5/20/1997
223360,d003,9/24/1991,1/1/9999
223361,d004,2/10/1994,1/1/9999
223362,d004,4/7/1995,1/1/9999
223363,d008,6/5/1995,1/1/9999
223364,d004,10/19/1997,1/1/9999
223365,d007,4/23/1992,1/1/9999
223366,d005,4/12/1998,10/31/1998
223366,d008,10/31/1998,2/11/1999
223367,d006,3/20/1989,1/1/9999
223368,d005,12/6/1995,1/1/9999
223369,d003,3/24/1998,1/1/9999
223370,d001,3/30/1985,6/8/2000
223371,d003,1/6/1995,1/1/9999
223372,d007,3/29/1993,1/1/9999
223373,d004,12/14/1986,1/1/9999
223374,d006,10/8/1991,1/1/9999
223375,d005,11/28/1986,1/1/9999
223376,d004,6/13/1994,3/26/2000
223376,d009,3/26/2000,1/1/9999
223377,d008,12/16/1992,7/11/1994
223378,d007,6/28/1991,2/2/2000
223379,d001,9/1/1997,1/1/9999
223380,d005,10/8/1992,1/1/9999
223381,d005,3/15/1985,1/1/9999
223382,d004,9/22/1996,1/1/9999
223383,d001,9/6/1989,1/1/9999
223384,d005,4/5/1999,1/1/9999
223385,d006,8/23/1989,1/1/9999
223386,d004,9/6/1989,7/31/1990
223386,d006,7/31/1990,11/6/1991
223387,d009,3/28/1989,1/1/9999
223388,d007,11/28/1986,1/1/9999
223389,d007,8/29/1994,1/1/9999
223390,d004,2/15/1985,1/1/9999
223391,d007,7/29/1990,1/1/9999
223392,d004,5/24/1999,1/1/9999
223393,d003,5/5/1995,1/1/9999
223394,d003,6/1/1994,8/3/1998
223395,d005,2/25/1991,1/1/9999
223396,d005,6/13/1998,1/1/9999
223396,d008,12/2/1991,6/13/1998
223397,d004,2/25/1986,1/1/9999
223398,d004,8/23/1985,1/1/9999
223399,d006,11/7/1999,1/1/9999
223400,d004,12/29/1992,1/1/9999
223401,d007,4/24/1987,1/1/9999
223402,d007,3/24/1991,1/1/9999
223403,d004,5/31/1990,11/15/1994
223404,d005,5/5/1986,12/26/1998
223404,d008,12/26/1998,1/1/9999
223405,d004,12/16/1998,4/5/2002
223406,d005,3/31/1987,1/1/9999
223407,d003,10/17/1997,1/1/9999
223408,d001,4/19/1996,1/1/9999
223409,d006,6/27/1988,1/1/9999
223410,d005,1/9/1993,1/1/9999
223411,d005,2/24/1991,1/1/9999
223412,d004,5/12/1988,1/1/9999
223413,d005,3/18/1996,1/1/9999
223413,d006,4/15/1985,3/18/1996
223414,d007,4/11/1985,5/4/1995
223415,d004,10/1/1992,1/1/9999
223416,d005,4/29/1998,1/1/9999
223417,d005,11/23/1993,2/21/2002
223418,d002,2/24/1988,1/1/9999
223419,d001,7/26/1998,7/13/2000
223420,d003,9/18/1989,1/1/9999
223421,d001,11/22/1993,1/1/9999
223421,d007,9/25/1985,11/22/1993
223422,d005,3/9/1999,1/1/9999
223423,d009,2/9/1997,1/1/9999
223424,d003,10/18/1998,7/10/2002
223425,d003,7/14/1996,1/1/9999
223426,d003,12/20/1985,8/13/1998
223427,d005,10/30/1989,1/1/9999
223428,d003,6/6/1990,1/1/9999
223429,d005,3/21/1986,1/1/9999
223430,d005,9/18/1999,1/1/9999
223431,d003,8/30/1992,1/1/9999
223432,d005,5/17/1992,1/1/9999
223432,d009,7/17/1985,5/17/1992
223433,d004,2/22/1990,5/7/1999
223434,d005,10/8/1994,1/1/9999
223435,d001,3/4/1990,1/1/9999
223436,d004,8/28/1992,1/1/9999
223437,d005,8/11/1995,1/1/9999
223438,d005,1/31/1987,1/1/9999
223439,d004,6/28/1990,1/1/9999
223440,d004,6/7/1996,1/1/9999
223441,d004,2/24/1997,1/1/9999
223441,d005,12/21/1994,2/24/1997
223442,d002,5/17/1995,8/20/2001
223443,d005,4/22/1986,1/1/9999
223444,d007,5/28/1995,1/1/9999
223445,d007,1/26/1987,1/1/9999
223446,d004,8/3/1985,1/3/2000
223447,d004,4/29/1994,1/1/9999
223448,d005,8/9/1994,1/1/9999
223449,d004,5/12/1991,1/1/9999
223450,d004,9/11/1992,1/1/9999
223451,d004,11/25/1997,1/1/9999
223452,d004,11/2/1990,8/14/1999
223452,d009,8/14/1999,1/1/9999
223453,d005,10/29/1994,1/1/9999
223454,d005,8/10/1993,5/10/1995
223455,d007,1/23/1995,1/1/9999
223456,d004,6/12/1994,1/1/9999
223457,d007,10/26/1994,12/20/1998
223458,d009,3/8/1991,1/1/9999
223459,d007,9/24/1986,1/1/9999
223460,d003,7/31/1996,1/1/9999
223461,d007,11/10/1986,1/1/9999
223462,d002,12/1/1991,9/24/1994
223462,d007,9/24/1994,1/1/9999
223463,d001,10/27/1992,1/1/9999
223464,d005,9/18/1994,9/29/1996
223465,d005,11/27/1999,1/1/9999
223466,d005,11/14/1998,1/1/9999
223467,d005,9/18/1991,1/1/9999
223468,d005,2/12/1997,1/1/9999
223469,d005,10/4/1992,1/1/9999
223470,d004,11/1/1996,5/15/1998
223470,d009,5/15/1998,1/1/9999
223471,d002,10/14/1986,1/1/9999
223472,d005,9/14/1998,3/10/1999
223473,d008,1/19/1989,1/1/9999
223474,d005,6/29/1988,1/1/9999
223475,d001,12/23/1996,1/1/9999
223476,d001,3/11/1986,1/1/9999
223477,d003,9/29/1994,1/1/9999
223478,d005,8/10/1998,1/1/9999
223479,d004,8/29/1996,8/26/1997
223479,d006,8/26/1997,1/1/9999
223480,d007,4/19/1985,1/1/9999
223481,d004,3/9/1996,7/29/1998
223482,d007,11/11/1987,1/1/9999
223483,d008,9/20/1988,1/1/9999
223484,d005,11/11/1990,1/1/9999
223485,d003,7/16/1993,1/1/9999
223486,d007,1/4/1989,1/1/9999
223487,d005,7/18/1988,1/1/9999
223488,d007,5/24/1998,1/1/9999
223489,d007,10/12/1993,11/14/1993
223489,d009,11/14/1993,9/2/1995
223490,d004,6/13/1995,1/1/9999
223491,d004,5/13/1985,1/1/9999
223492,d005,8/21/1991,1/1/9999
223493,d005,8/30/1989,1/1/9999
223494,d007,2/11/1986,5/18/1987
223495,d003,7/8/1986,1/1/9999
223496,d004,12/29/1985,1/1/9999
223497,d004,8/25/1990,1/1/9999
223498,d006,12/10/1990,1/1/9999
223499,d001,5/27/1994,7/28/1996
223499,d007,7/28/1996,1/1/9999
223500,d007,10/3/1986,1/1/9999
223501,d007,4/21/1999,1/1/9999
223502,d007,9/15/1997,1/1/9999
223503,d005,3/11/1995,8/11/1998
223504,d007,12/7/1998,1/1/9999
223505,d005,9/1/1996,1/1/9999
223506,d003,2/21/1999,1/1/9999
223507,d007,12/1/1987,1/1/9999
223508,d004,8/3/1987,1/1/9999
223509,d005,10/28/1987,12/15/1989
223509,d008,12/15/1989,1/1/9999
223510,d005,9/28/1988,9/28/1991
223511,d005,3/3/1992,1/1/9999
223512,d004,2/3/1998,1/1/9999
223513,d007,3/29/1994,3/21/2000
223514,d004,6/22/1989,4/9/1994
223515,d007,7/31/1992,1/1/9999
223516,d005,10/5/1990,1/1/9999
223517,d005,7/27/1997,1/1/9999
223518,d005,11/28/1996,9/27/1999
223519,d005,1/2/1998,4/27/1998
223519,d008,4/27/1998,6/7/1998
223520,d003,7/19/1992,1/1/9999
223521,d004,2/7/1985,1/1/9999
223522,d007,1/21/1997,11/17/1999
223523,d001,9/25/1988,1/1/9999
223524,d002,5/27/1991,11/26/1996
223525,d002,7/27/1985,1/1/9999
223526,d004,2/11/1989,1/1/9999
223527,d002,4/23/1995,1/1/9999
223527,d003,2/25/1995,4/23/1995
223528,d005,12/9/1989,1/1/9999
223529,d004,11/26/1989,1/1/9999
223530,d005,1/8/2000,1/1/9999
223531,d005,10/4/1991,1/1/9999
223532,d005,9/1/1985,3/2/1987
223533,d003,3/23/1985,1/1/9999
223534,d004,6/29/1985,1/1/9999
223535,d005,2/25/1996,1/1/9999
223535,d009,2/4/1996,2/25/1996
223536,d005,2/12/1994,1/1/9999
223537,d001,8/6/1986,1/1/9999
223538,d009,7/16/1991,1/24/1995
223539,d004,11/20/1987,1/1/9999
223540,d009,5/30/1989,1/1/9999
223541,d001,2/17/1995,3/18/1998
223542,d008,4/9/1991,3/31/1997
223543,d004,11/13/1997,1/1/9999
223543,d005,7/8/1994,11/13/1997
223544,d007,10/16/1988,1/1/9999
223545,d004,7/19/1987,1/1/9999
223546,d008,10/12/1998,1/1/9999
223547,d004,3/13/1985,1/1/9999
223548,d004,9/13/1998,1/1/9999
223549,d007,8/21/1991,1/1/9999
223550,d007,7/26/1985,1/1/9999
223551,d004,12/2/1987,6/15/1993
223551,d008,3/30/1987,12/2/1987
223552,d007,9/18/1999,1/1/9999
223553,d009,12/17/1993,1/1/9999
223554,d006,10/7/1999,1/1/9999
223555,d009,5/10/1994,1/1/9999
223556,d004,7/5/1986,1/1/9999
223557,d003,9/22/1985,1/1/9999
223558,d007,12/9/1994,1/1/9999
223559,d008,5/9/1988,1/1/9999
223560,d004,9/5/1986,2/27/1998
223561,d001,5/16/1997,1/1/9999
223561,d003,1/2/1990,5/16/1997
223562,d004,10/7/1992,1/1/9999
223563,d004,5/21/1997,8/2/1997
223564,d005,10/2/1988,1/1/9999
223565,d004,5/24/1988,1/1/9999
223566,d005,4/16/1998,1/1/9999
223567,d002,8/29/1990,1/1/9999
223568,d005,5/6/1995,1/1/9999
223569,d005,9/13/1992,1/1/9999
223570,d004,2/2/2000,1/1/9999
223570,d008,10/16/1996,2/2/2000
223571,d002,7/28/1996,7/5/1998
223572,d008,8/11/1991,1/1/9999
223573,d005,7/19/1992,1/1/9999
223574,d001,6/16/1998,1/1/9999
223575,d005,6/14/1998,1/1/9999
223576,d003,9/1/1997,1/1/9999
223577,d004,7/7/1997,1/1/9999
223578,d005,4/15/1990,1/1/9999
223579,d006,3/30/1999,1/1/9999
223580,d007,9/3/1995,7/5/1996
223581,d001,12/7/1996,1/1/9999
223581,d003,2/25/1993,12/7/1996
223582,d005,7/14/1999,1/1/9999
223583,d009,3/15/1989,1/1/9999
223584,d006,6/5/1993,1/1/9999
223585,d005,3/5/1993,1/1/9999
223586,d005,1/28/1994,1/1/9999
223587,d001,12/28/1992,1/1/9999
223588,d004,6/8/1991,11/10/1995
223589,d004,2/11/1996,7/16/2001
223589,d006,7/16/2001,12/19/2001
223590,d002,10/29/1992,1/1/9999
223591,d005,8/30/1995,1/1/9999
223592,d005,2/28/1989,1/1/9999
223593,d001,3/4/1998,1/1/9999
223594,d004,3/8/1998,1/1/9999
223595,d004,9/5/1999,1/1/9999
223596,d001,3/3/1989,9/9/1993
223597,d005,2/15/1985,1/1/9999
223598,d008,12/15/1997,3/18/2001
223599,d003,6/30/1993,1/1/9999
223600,d004,6/24/1999,7/20/2002
223600,d009,7/20/2002,1/1/9999
223601,d006,12/23/1999,1/1/9999
223602,d008,1/24/1991,4/27/2000
223603,d005,3/18/1985,5/29/1989
223604,d004,2/21/1995,1/1/9999
223605,d005,6/29/1999,1/1/9999
223606,d005,6/16/1999,1/1/9999
223607,d005,6/6/1988,1/1/9999
223608,d004,8/6/1994,1/1/9999
223609,d005,11/19/1996,10/5/1998
223609,d008,10/5/1998,1/1/9999
223610,d002,5/14/1993,1/1/9999
223611,d005,12/8/1990,1/1/9999
223612,d004,10/19/1994,11/4/2001
223613,d004,8/29/1999,1/1/9999
223614,d009,1/1/1998,1/1/9999
223615,d007,7/8/1995,2/15/1999
223616,d005,7/3/1991,11/10/2001
223617,d005,8/15/1998,1/1/9999
223617,d009,2/4/1986,8/15/1998
223618,d005,4/15/1987,4/25/1989
223619,d001,3/7/1986,1/1/9999
223620,d005,4/16/1992,1/1/9999
223621,d007,11/26/1995,1/1/9999
223622,d003,1/4/1994,1/1/9999
223623,d009,1/9/1997,1/1/9999
223624,d004,2/26/1995,5/30/1998
223625,d004,7/26/1990,1/1/9999
223625,d005,5/6/1985,7/26/1990
223626,d005,2/8/1996,1/1/9999
223627,d004,4/2/1995,8/17/1995
223628,d005,7/15/1994,10/13/1996
223629,d005,6/23/1989,1/1/9999
223630,d005,4/14/1995,1/1/9999
223631,d001,1/28/1999,1/1/9999
223632,d006,8/11/1994,1/1/9999
223633,d007,4/18/1999,1/1/9999
223634,d003,6/27/1987,1/1/9999
223635,d004,12/10/1990,12/7/1998
223635,d006,12/7/1998,1/1/9999
223636,d007,8/24/1996,1/1/9999
223637,d001,3/3/1999,2/6/2002
223638,d005,12/14/1993,1/1/9999
223639,d005,12/13/1995,1/1/9999
223640,d002,12/3/1997,1/1/9999
223641,d007,6/12/1995,1/1/9999
223642,d007,8/14/1997,9/3/1997
223643,d005,5/2/1995,10/19/1995
223643,d008,10/19/1995,4/7/1996
223644,d001,6/10/1999,10/16/2001
223645,d007,12/30/1999,1/1/9999
223646,d005,11/12/1996,1/1/9999
223647,d004,10/12/1999,1/1/9999
223648,d009,5/4/1988,1/1/9999
223649,d003,4/2/1988,1/1/9999
223650,d007,4/12/1992,1/1/9999
223651,d005,6/17/1992,6/7/1996
223652,d004,5/5/1988,8/17/1992
223652,d006,8/17/1992,1/1/9999
223653,d005,7/27/1994,1/1/9999
223654,d002,3/20/1987,1/1/9999
223655,d004,1/7/1997,5/9/2000
223656,d002,1/1/1988,1/1/9999
223657,d005,10/6/1988,1/1/9999
223658,d007,6/5/1989,1/1/9999
223659,d007,2/18/1996,1/1/9999
223660,d002,11/30/1986,1/1/9999
223661,d004,4/22/1991,1/1/9999
223662,d001,1/2/2000,1/1/9999
223662,d007,12/21/1998,1/2/2000
223663,d001,11/17/1996,1/1/9999
223664,d005,3/20/1999,12/15/2000
223665,d001,12/11/1985,1/1/9999
223666,d004,11/1/1996,5/26/2000
223667,d005,12/19/1989,6/4/1991
223668,d007,11/3/1986,1/1/9999
223669,d004,7/17/1997,1/1/9999
223670,d005,7/13/1994,1/1/9999
223671,d007,8/27/1995,1/1/9999
223672,d003,2/4/1987,1/1/9999
223673,d004,8/6/1994,4/14/1995
223673,d006,6/24/1994,8/6/1994
223674,d006,12/23/1996,1/1/9999
223675,d005,6/5/1985,9/7/1986
223676,d002,1/14/1995,6/19/1995
223677,d007,3/27/1989,1/1/9999
223678,d008,7/22/1989,1/1/9999
223679,d004,8/5/1999,1/1/9999
223680,d008,12/28/1995,1/1/9999
223681,d002,10/4/1997,1/1/9999
223682,d009,1/30/1990,1/1/9999
223683,d005,5/28/1997,1/1/9999
223684,d001,1/8/1998,3/1/1999
223684,d007,4/15/1992,1/8/1998
223685,d005,10/6/1987,1/1/9999
223686,d005,12/3/1987,1/1/9999
223687,d005,10/25/1997,1/1/9999
223688,d004,1/31/1986,1/1/9999
223689,d007,4/25/1993,9/1/1994
223690,d005,1/29/1990,1/1/9999
223691,d005,9/18/1995,1/1/9999
223692,d007,7/9/1991,3/15/1993
223693,d004,1/24/1988,9/30/1995
223693,d006,9/30/1995,11/8/1999
223694,d002,4/26/1998,1/1/9999
223695,d009,4/29/1990,1/1/9999
223696,d008,2/13/1985,1/1/9999
223697,d007,11/22/1991,1/1/9999
223698,d006,12/12/1991,1/1/9999
223699,d005,6/1/1999,1/1/9999
223700,d003,8/30/1997,1/1/9999
223701,d004,2/4/1996,1/1/9999
223702,d002,9/7/1994,7/19/1996
223702,d003,10/30/1987,9/7/1994
223703,d007,3/4/1985,1/1/9999
223704,d001,1/7/1999,1/1/9999
223705,d004,12/24/1989,1/1/9999
223706,d008,7/25/1992,1/1/9999
223707,d002,12/6/1989,1/1/9999
223708,d002,9/13/1989,3/16/1994
223709,d008,5/7/1987,3/3/1991
223710,d005,8/7/1991,1/1/9999
223711,d004,5/9/1987,1/1/9999
223712,d004,12/16/1998,9/1/2001
223712,d009,9/1/2001,1/1/9999
223713,d005,6/11/1999,1/1/9999
223714,d004,2/17/1986,1/1/9999
223715,d004,5/14/1997,1/1/9999
223716,d008,4/18/1989,1/1/9999
223717,d003,11/30/1991,12/13/1999
223718,d004,5/26/1986,1/1/9999
223719,d006,11/28/1990,1/1/9999
223720,d005,2/12/1991,3/2/1996
223720,d008,3/2/1996,1/1/9999
223721,d002,8/3/1996,1/1/9999
223722,d005,10/10/1993,1/1/9999
223723,d007,6/10/1998,1/1/9999
223724,d004,3/9/1999,1/1/9999
223725,d008,5/8/1990,1/1/9999
223726,d001,9/3/1994,10/10/1995
223727,d005,5/31/1989,1/1/9999
223728,d004,2/26/1999,1/16/2000
223729,d005,10/22/1986,1/1/9999
223730,d005,11/20/1995,4/25/1998
223730,d008,4/25/1998,5/22/1998
223731,d005,12/24/1987,1/1/9999
223732,d008,3/13/1988,1/1/9999
223733,d004,4/19/1998,1/1/9999
223734,d004,6/3/1989,1/1/9999
223735,d003,9/25/1993,1/1/9999
223736,d009,3/13/1988,3/24/1997
223737,d005,8/10/1994,8/26/1996
223738,d007,4/19/1999,1/1/9999
223739,d005,11/15/1989,1/1/9999
223740,d005,6/19/2000,1/1/9999
223740,d006,7/16/1998,6/19/2000
223741,d007,8/20/1986,1/1/9999
223742,d006,12/17/1998,1/1/9999
223743,d008,10/8/1989,9/26/1992
223744,d009,10/11/1987,1/1/9999
223745,d001,10/3/1987,1/1/9999
223746,d003,5/7/1995,1/1/9999
223747,d007,12/21/1986,1/1/9999
223748,d008,10/8/1989,1/1/9999
223749,d007,8/7/1992,1/1/9999
223750,d001,3/3/1995,1/1/9999
223750,d007,6/8/1989,3/3/1995
223751,d004,8/3/1997,1/1/9999
223752,d009,2/8/1985,12/16/1994
223753,d005,9/30/1987,1/1/9999
223754,d007,6/24/1988,1/1/9999
223755,d004,3/31/1993,1/1/9999
223756,d005,7/31/1997,1/1/9999
223757,d002,3/21/1986,1/1/9999
223758,d005,8/20/1991,1/1/9999
223759,d005,2/24/1992,1/1/9999
223760,d001,10/23/1996,12/24/2001
223760,d003,8/15/1988,10/23/1996
223761,d003,10/28/1992,1/1/9999
223762,d001,11/13/1993,1/1/9999
223763,d004,4/16/1985,1/1/9999
223764,d003,4/23/1989,7/3/1996
223765,d004,11/15/1989,1/1/9999
223766,d005,6/16/1997,1/1/9999
223767,d005,7/2/1989,1/1/9999
223768,d007,8/2/1990,12/15/1996
223768,d009,12/15/1996,1/1/9999
223769,d007,5/25/1988,1/1/9999
223770,d001,3/29/1996,8/25/2001
223771,d004,11/25/1998,1/1/9999
223772,d004,10/10/1986,1/1/9999
223773,d007,11/29/1992,1/1/9999
223774,d003,2/11/1995,1/1/9999
223775,d001,3/6/1991,7/22/1997
223776,d005,2/17/2002,1/1/9999
223776,d009,4/16/1996,2/17/2002
223777,d007,5/27/1993,1/1/9999
223778,d007,11/27/1985,1/1/9999
223779,d001,5/20/1995,1/1/9999
223780,d005,11/21/1995,1/1/9999
223781,d005,9/4/1986,1/1/9999
223782,d002,11/19/1990,1/1/9999
223783,d005,3/2/1993,1/1/9999
223784,d003,2/12/1991,9/11/1995
223785,d007,1/22/1990,1/1/9999
223786,d002,8/21/1996,1/1/9999
223787,d004,10/4/1990,7/4/2000
223787,d009,7/4/2000,1/1/9999
223788,d005,3/7/1991,1/1/9999
223789,d008,3/23/1999,8/13/1999
223790,d003,12/31/1988,1/1/9999
223791,d006,9/12/1999,1/1/9999
223792,d007,6/11/1990,1/1/9999
223793,d007,1/30/1993,3/24/1994
223794,d006,12/3/1998,6/15/2002
223795,d004,1/17/2000,1/1/9999
223796,d007,1/20/1997,1/1/9999
223797,d004,1/28/1998,10/20/1998
223797,d006,10/3/1997,1/28/1998
223798,d005,1/17/1995,1/1/9999
223799,d004,9/4/1985,4/10/2000
223800,d002,3/25/1991,10/7/1993
223801,d007,3/22/1993,1/1/9999
223802,d005,9/22/1985,1/1/9999
223803,d004,5/9/1997,1/1/9999
223804,d006,7/20/1996,1/1/9999
223805,d007,6/6/1995,1/1/9999
223806,d005,11/12/1991,1/1/9999
223807,d005,5/17/1996,7/7/1997
223807,d009,7/21/1995,5/17/1996
223808,d003,10/1/1992,1/1/9999
223809,d008,10/3/1993,1/1/9999
223810,d004,10/20/1991,1/1/9999
223811,d005,4/25/1991,1/1/9999
223812,d004,11/18/1986,3/12/2002
223813,d005,2/7/1998,1/1/9999
223814,d007,11/25/1990,1/1/9999
223815,d004,12/13/1999,1/1/9999
223816,d005,10/7/1987,1/1/9999
223817,d001,4/17/1988,1/1/9999
223817,d003,4/17/1987,4/17/1988
223818,d007,3/5/1986,1/1/9999
223819,d005,3/23/1989,1/1/9999
223820,d001,12/19/1994,1/1/9999
223821,d005,3/25/1985,6/24/2001
223822,d007,6/23/1995,5/10/1998
223823,d004,4/18/1990,2/19/1999
223824,d005,2/14/1994,1/1/9999
223825,d001,12/19/1993,1/1/9999
223826,d004,4/26/1986,11/24/1986
223827,d004,11/28/1986,1/1/9999
223828,d004,11/3/1989,10/28/1996
223828,d009,10/28/1996,1/1/9999
223829,d004,11/10/1987,1/1/9999
223830,d005,5/24/1986,1/1/9999
223831,d005,5/7/1985,1/1/9999
223832,d003,8/16/1990,1/1/9999
223833,d005,12/26/1985,7/20/1994
223834,d005,3/10/1996,1/1/9999
223835,d003,1/25/1990,1/1/9999
223836,d006,7/25/1992,4/17/2001
223837,d002,7/19/1985,2/14/1988
223838,d005,11/30/1998,1/1/9999
223839,d002,4/25/1987,6/17/1988
223839,d003,6/17/1988,1/1/9999
223840,d009,8/3/1999,6/5/2000
223841,d004,12/27/1991,1/1/9999
223842,d007,2/12/1989,1/1/9999
223843,d002,10/7/1986,1/1/9999
223844,d007,1/17/1998,1/1/9999
223845,d005,8/8/1992,1/1/9999
223846,d007,12/18/1988,1/1/9999
223847,d004,12/16/1988,1/1/9999
223848,d002,6/16/1992,1/14/2002
223848,d003,1/14/2002,1/1/9999
223849,d001,9/27/1988,2/16/1990
223850,d004,3/13/1995,1/1/9999
223851,d005,3/23/1989,1/1/9999
223852,d004,11/28/1986,1/1/9999
223853,d001,12/12/1987,1/1/9999
223854,d005,2/8/1985,8/19/2001
223855,d005,12/2/1986,1/1/9999
223856,d005,6/4/1988,9/25/2001
223856,d008,9/25/2001,1/1/9999
223857,d005,2/28/1986,1/1/9999
223858,d006,9/21/1996,1/1/9999
223859,d002,2/6/1997,1/1/9999
223860,d005,4/23/1994,1/1/9999
223861,d005,7/16/1991,1/1/9999
223862,d002,9/12/1991,1/1/9999
223863,d004,2/2/1990,1/7/1996
223864,d007,11/5/1999,1/1/9999
223865,d008,8/7/1995,1/1/9999
223866,d004,10/18/1998,1/1/9999
223867,d005,7/31/1996,1/1/9999
223867,d006,12/18/1992,7/31/1996
223868,d004,5/14/1996,1/1/9999
223869,d005,2/28/1994,1/1/9999
223870,d005,3/19/1997,1/1/9999
223871,d002,11/3/1985,12/1/1986
223872,d007,12/31/1991,1/1/9999
223873,d004,12/20/1994,1/1/9999
223874,d007,2/3/1986,6/3/1998
223875,d004,7/18/1994,1/1/9999
223876,d001,12/17/1994,1/1/9999
223876,d007,7/18/1993,12/17/1994
223877,d007,12/29/1990,1/1/9999
223878,d004,8/24/1995,1/1/9999
223879,d007,5/29/1995,1/1/9999
223880,d007,5/29/1998,8/14/1998
223881,d007,2/5/1993,1/1/9999
223882,d004,7/5/1990,1/1/9999
223883,d004,2/2/1997,1/1/9999
223884,d004,3/4/1999,1/1/9999
223885,d007,4/2/1998,1/1/9999
223886,d004,6/30/1992,5/21/1995
223887,d005,6/10/1997,1/1/9999
223887,d006,9/6/1993,6/10/1997
223888,d008,10/19/1996,1/1/9999
223889,d007,5/21/1999,1/1/9999
223890,d009,2/23/1988,1/1/9999
223891,d004,10/29/1987,7/21/1998
223892,d007,1/6/1990,1/1/9999
223893,d007,11/8/1995,1/1/9999
223894,d004,10/12/1985,1/1/9999
223895,d006,4/22/1997,1/1/9999
223896,d009,6/2/1994,1/1/9999
223897,d006,9/3/1993,7/3/2002
223898,d002,10/14/1992,10/14/2000
223898,d003,10/14/2000,1/1/9999
223899,d005,5/6/1993,1/1/9999
223900,d006,6/25/1999,1/1/9999
223901,d007,11/19/1997,1/1/9999
223902,d008,1/5/1991,1/1/9999
