emp_no,salary,from_date,to_date
17884,40000,6/17/1996,6/17/1997
17884,43868,6/17/1997,6/17/1998
17884,44900,6/17/1998,6/17/1999
17884,46265,6/17/1999,6/16/2000
17884,47942,6/16/2000,6/16/2001
17884,49618,6/16/2001,6/16/2002
17884,50430,6/16/2002,1/1/9999
17885,51626,4/20/1998,4/20/1999
17885,54709,4/20/1999,4/19/2000
17885,58945,4/19/2000,4/19/2001
17885,59147,4/19/2001,4/19/2002
17885,59782,4/19/2002,1/1/9999
17886,78514,4/23/1988,4/23/1989
17886,80527,4/23/1989,4/23/1990
17886,84877,4/23/1990,4/23/1991
17886,85182,4/23/1991,4/22/1992
17886,88268,4/22/1992,4/22/1993
17886,92080,4/22/1993,4/22/1994
17886,93818,4/22/1994,4/22/1995
17886,96163,4/22/1995,4/21/1996
17886,99453,4/21/1996,4/21/1997
17886,103069,4/21/1997,4/21/1998
17886,105191,4/21/1998,4/21/1999
17886,109080,4/21/1999,4/20/2000
17886,110165,4/20/2000,4/20/2001
17886,113946,4/20/2001,4/20/2002
17886,117097,4/20/2002,1/1/9999
17887,40000,5/19/1995,5/18/1996
17887,41803,5/18/1996,5/21/1996
17888,64843,8/18/1995,8/17/1996
17888,68519,8/17/1996,8/17/1997
17888,72484,8/17/1997,8/17/1998
17888,72135,8/17/1998,8/17/1999
17888,73145,8/17/1999,8/16/2000
17888,73490,8/16/2000,8/16/2001
17888,73948,8/16/2001,1/1/9999
17889,77598,4/23/1989,4/23/1990
17889,79023,4/23/1990,4/23/1991
17889,79614,4/23/1991,4/22/1992
17889,79314,4/22/1992,4/22/1993
17889,83311,4/22/1993,4/22/1994
17889,85987,4/22/1994,2/22/1995
17890,54478,7/21/1990,7/21/1991
17890,54805,7/21/1991,7/20/1992
17890,58897,7/20/1992,7/20/1993
17890,62820,7/20/1993,7/20/1994
17890,63542,7/20/1994,7/20/1995
17890,65506,7/20/1995,7/19/1996
17890,65544,7/19/1996,7/19/1997
17890,67225,7/19/1997,7/19/1998
17890,70097,7/19/1998,7/19/1999
17890,69781,7/19/1999,7/18/2000
17890,72755,7/18/2000,7/18/2001
17890,75835,7/18/2001,7/18/2002
17890,80046,7/18/2002,1/1/9999
17891,44505,5/7/1987,5/6/1988
17891,47840,5/6/1988,5/6/1989
17891,52010,5/6/1989,5/6/1990
17891,53713,5/6/1990,5/6/1991
17891,54267,5/6/1991,5/5/1992
17891,55185,5/5/1992,5/5/1993
17891,57618,5/5/1993,5/5/1994
17891,57712,5/5/1994,5/5/1995
17891,57754,5/5/1995,5/4/1996
17891,61488,5/4/1996,5/4/1997
17891,64534,5/4/1997,5/4/1998
17891,65635,5/4/1998,5/4/1999
17891,69306,5/4/1999,5/3/2000
17891,72680,5/3/2000,5/3/2001
17891,74191,5/3/2001,5/3/2002
17891,78030,5/3/2002,1/1/9999
17892,80221,12/4/1988,12/4/1989
17892,79769,12/4/1989,12/4/1990
17892,84192,12/4/1990,12/4/1991
17892,83972,12/4/1991,12/3/1992
17892,86254,12/3/1992,12/3/1993
17892,89077,12/3/1993,12/3/1994
17892,89424,12/3/1994,12/3/1995
17892,92520,12/3/1995,12/2/1996
17892,96919,12/2/1996,12/2/1997
17892,99974,12/2/1997,12/2/1998
17892,102517,12/2/1998,12/2/1999
17892,103531,12/2/1999,12/1/2000
17892,104628,12/1/2000,12/1/2001
17892,107863,12/1/2001,1/1/9999
17893,65754,7/27/1996,7/27/1997
17893,69703,7/27/1997,7/27/1998
17893,71582,7/27/1998,7/27/1999
17893,73537,7/27/1999,7/26/2000
17893,73360,7/26/2000,7/26/2001
17893,77252,7/26/2001,7/26/2002
17893,78103,7/26/2002,1/1/9999
17894,64873,2/13/1986,2/13/1987
17894,68783,2/13/1987,2/13/1988
17894,69683,2/13/1988,2/12/1989
17894,69825,2/12/1989,2/12/1990
17894,72370,2/12/1990,2/12/1991
17894,71941,2/12/1991,2/12/1992
17894,71955,2/12/1992,2/11/1993
17894,74153,2/11/1993,2/11/1994
17894,74650,2/11/1994,2/11/1995
17894,78468,2/11/1995,2/11/1996
17894,79830,2/11/1996,2/10/1997
17894,81746,2/10/1997,2/10/1998
17894,83710,2/10/1998,2/10/1999
17894,84415,2/10/1999,2/10/2000
17894,87126,2/10/2000,2/9/2001
17894,90641,2/9/2001,2/9/2002
17894,93646,2/9/2002,1/1/9999
17895,49306,12/3/1989,12/3/1990
17895,51760,12/3/1990,12/3/1991
17895,52593,12/3/1991,12/2/1992
17895,52443,12/2/1992,12/2/1993
17895,52851,12/2/1993,12/2/1994
17895,56339,12/2/1994,12/2/1995
17895,56701,12/2/1995,12/1/1996
17895,57285,12/1/1996,12/1/1997
17895,61064,12/1/1997,12/1/1998
17895,61134,12/1/1998,12/1/1999
17895,61727,12/1/1999,11/30/2000
17895,62293,11/30/2000,11/30/2001
17895,65344,11/30/2001,1/1/9999
17896,44155,12/16/1999,12/15/2000
17896,44223,12/15/2000,12/15/2001
17896,45434,12/15/2001,4/13/2002
17897,60673,10/16/1991,10/15/1992
17897,63964,10/15/1992,10/15/1993
17897,67671,10/15/1993,10/15/1994
17897,70456,10/15/1994,10/15/1995
17897,72363,10/15/1995,10/14/1996
17897,72140,10/14/1996,10/14/1997
17897,76427,10/14/1997,10/14/1998
17897,77005,10/14/1998,10/14/1999
17897,79551,10/14/1999,10/13/2000
17897,82128,10/13/2000,10/13/2001
17897,85225,10/13/2001,12/21/2001
17898,61297,9/29/1998,9/29/1999
17898,63511,9/29/1999,9/28/2000
17898,63399,9/28/2000,9/28/2001
17898,66354,9/28/2001,1/1/9999
17899,40000,10/12/1985,10/12/1986
17899,43622,10/12/1986,10/12/1987
17899,46140,10/12/1987,10/11/1988
17899,50001,10/11/1988,10/11/1989
17899,51405,10/11/1989,10/11/1990
17899,52198,10/11/1990,10/11/1991
17899,56074,10/11/1991,10/10/1992
17899,57106,10/10/1992,10/10/1993
17899,59932,10/10/1993,10/10/1994
17899,63108,10/10/1994,10/10/1995
17899,65723,10/10/1995,10/9/1996
17899,65972,10/9/1996,10/9/1997
17899,68636,10/9/1997,10/9/1998
17899,72747,10/9/1998,10/9/1999
17899,74819,10/9/1999,10/8/2000
17899,75186,10/8/2000,10/8/2001
17899,79397,10/8/2001,1/1/9999
17900,40000,3/3/1986,3/3/1987
17900,43032,3/3/1987,3/2/1988
17900,47482,3/2/1988,3/2/1989
17900,50100,3/2/1989,3/2/1990
17900,50223,3/2/1990,3/2/1991
17900,51727,3/2/1991,3/1/1992
17900,51884,3/1/1992,3/1/1993
17900,52324,3/1/1993,3/1/1994
17900,55237,3/1/1994,3/1/1995
17900,57237,3/1/1995,2/29/1996
17900,58652,2/29/1996,2/28/1997
17900,61204,2/28/1997,2/28/1998
17900,60973,2/28/1998,2/28/1999
17900,62071,2/28/1999,2/28/2000
17900,63438,2/28/2000,2/27/2001
17900,64023,2/27/2001,2/27/2002
17900,65704,2/27/2002,1/1/9999
17901,40000,7/9/1993,7/9/1994
17901,42522,7/9/1994,7/9/1995
17901,43296,7/9/1995,7/8/1996
17901,44214,7/8/1996,7/8/1997
17901,44395,7/8/1997,7/8/1998
17901,48875,7/8/1998,7/8/1999
17901,50528,7/8/1999,7/7/2000
17901,51712,7/7/2000,7/7/2001
17901,54168,7/7/2001,7/7/2002
17901,53927,7/7/2002,1/1/9999
17902,59425,12/5/1990,12/5/1991
17902,60351,12/5/1991,12/4/1992
17902,60873,12/4/1992,12/4/1993
17902,62656,12/4/1993,12/4/1994
17902,64056,12/4/1994,12/4/1995
17902,66229,12/4/1995,12/3/1996
17902,70102,12/3/1996,12/3/1997
17902,70507,12/3/1997,12/3/1998
17902,71630,12/3/1998,12/3/1999
17902,71752,12/3/1999,12/2/2000
17902,76176,12/2/2000,12/2/2001
17902,77262,12/2/2001,1/1/9999
17903,51237,8/29/1996,8/29/1997
17903,53506,8/29/1997,8/29/1998
17903,53886,8/29/1998,8/29/1999
17903,53812,8/29/1999,8/28/2000
17903,55279,8/28/2000,8/28/2001
17903,59062,8/28/2001,1/1/9999
17904,84570,4/20/1998,4/20/1999
17904,85782,4/20/1999,4/19/2000
17904,88508,4/19/2000,4/19/2001
17904,90810,4/19/2001,8/21/2001
17905,55917,2/11/1985,2/11/1986
17905,57520,2/11/1986,2/11/1987
17905,57407,2/11/1987,2/11/1988
17905,57626,2/11/1988,2/10/1989
17905,59047,2/10/1989,2/10/1990
17905,62948,2/10/1990,2/10/1991
17905,66176,2/10/1991,2/10/1992
17905,68103,2/10/1992,2/9/1993
17905,68015,2/9/1993,2/9/1994
17905,69824,2/9/1994,2/9/1995
17905,70340,2/9/1995,2/9/1996
17905,71888,2/9/1996,2/8/1997
17905,72583,2/8/1997,2/8/1998
17905,75201,2/8/1998,2/8/1999
17905,77030,2/8/1999,2/8/2000
17905,79194,2/8/2000,2/7/2001
17905,81278,2/7/2001,2/7/2002
17905,84229,2/7/2002,1/1/9999
17906,62615,11/22/1997,11/22/1998
17906,63840,11/22/1998,11/22/1999
17906,64044,11/22/1999,11/21/2000
17906,64450,11/21/2000,11/21/2001
17906,64532,11/21/2001,1/1/9999
17907,69291,1/6/1992,1/5/1993
17907,71226,1/5/1993,1/5/1994
17907,75166,1/5/1994,1/5/1995
17907,76197,1/5/1995,1/5/1996
17907,76598,1/5/1996,1/4/1997
17907,76435,1/4/1997,1/4/1998
17907,76476,1/4/1998,1/4/1999
17907,77861,1/4/1999,1/4/2000
17907,77862,1/4/2000,1/3/2001
17907,79955,1/3/2001,1/3/2002
17907,82097,1/3/2002,1/1/9999
17908,40000,9/2/1997,9/2/1998
17908,42687,9/2/1998,9/2/1999
17908,46192,9/2/1999,9/1/2000
17908,45922,9/1/2000,9/1/2001
17908,49411,9/1/2001,1/1/9999
17909,70300,5/25/1999,5/24/2000
17909,74448,5/24/2000,5/24/2001
17909,77977,5/24/2001,9/4/2001
17910,67700,1/24/1991,1/24/1992
17910,69054,1/24/1992,1/23/1993
17910,70521,1/23/1993,1/23/1994
17910,74829,1/23/1994,1/23/1995
17910,74502,1/23/1995,1/23/1996
17910,74436,1/23/1996,1/22/1997
17910,74643,1/22/1997,1/22/1998
17910,78734,1/22/1998,1/22/1999
17910,81202,1/22/1999,1/22/2000
17910,81959,1/22/2000,1/21/2001
17910,85514,1/21/2001,1/21/2002
17910,85360,1/21/2002,1/1/9999
17911,63162,4/13/1998,4/13/1999
17911,62695,4/13/1999,4/12/2000
17911,63997,4/12/2000,4/12/2001
17911,68351,4/12/2001,4/12/2002
17911,70697,4/12/2002,1/1/9999
17912,40000,8/31/1992,8/31/1993
17912,43088,8/31/1993,8/31/1994
17912,45755,8/31/1994,8/31/1995
17912,48191,8/31/1995,8/30/1996
17912,52445,8/30/1996,8/30/1997
17912,52478,8/30/1997,8/30/1998
17912,55158,8/30/1998,8/30/1999
17912,57820,8/30/1999,8/29/2000
17912,61908,8/29/2000,8/29/2001
17912,64971,8/29/2001,1/1/9999
17913,40000,7/7/1991,7/6/1992
17913,42565,7/6/1992,7/6/1993
17913,43670,7/6/1993,7/6/1994
17913,47698,7/6/1994,7/6/1995
17913,51349,7/6/1995,7/5/1996
17913,53602,7/5/1996,7/5/1997
17913,55386,7/5/1997,7/5/1998
17913,57632,7/5/1998,7/5/1999
17913,57928,7/5/1999,7/4/2000
17913,61994,7/4/2000,7/4/2001
17913,65315,7/4/2001,7/4/2002
17913,67953,7/4/2002,1/1/9999
17914,79116,8/31/1993,8/31/1994
17914,82219,8/31/1994,8/31/1995
17914,82710,8/31/1995,8/30/1996
17914,82337,8/30/1996,8/30/1997
17914,83201,8/30/1997,8/30/1998
17914,86867,8/30/1998,8/30/1999
17914,91078,8/30/1999,8/29/2000
17914,92024,8/29/2000,8/29/2001
17914,92734,8/29/2001,1/1/9999
17915,46739,7/18/1993,7/18/1994
17915,48923,7/18/1994,7/18/1995
17915,51299,7/18/1995,7/17/1996
17915,52905,7/17/1996,7/17/1997
17915,56518,7/17/1997,7/17/1998
17915,58467,7/17/1998,7/17/1999
17915,60822,7/17/1999,7/16/2000
17915,64252,7/16/2000,7/16/2001
17915,66297,7/16/2001,7/16/2002
17915,65949,7/16/2002,1/1/9999
17916,65572,12/2/1991,12/1/1992
17916,68403,12/1/1992,12/1/1993
17916,72449,12/1/1993,12/1/1994
17916,76628,12/1/1994,12/1/1995
17916,80066,12/1/1995,11/30/1996
17916,82252,11/30/1996,11/30/1997
17916,84499,11/30/1997,11/30/1998
17916,87367,11/30/1998,11/30/1999
17916,91648,11/30/1999,11/29/2000
17916,92179,11/29/2000,11/29/2001
17916,95363,11/29/2001,1/1/9999
17917,40000,2/12/1996,2/11/1997
17917,41521,2/11/1997,2/11/1998
17917,41561,2/11/1998,2/11/1999
17917,44237,2/11/1999,2/11/2000
17917,48617,2/11/2000,2/10/2001
17917,51522,2/10/2001,5/26/2001
17918,41050,12/13/1985,12/13/1986
17918,41555,12/13/1986,12/13/1987
17918,43065,12/13/1987,12/12/1988
17918,47539,12/12/1988,12/12/1989
17918,51770,12/12/1989,12/12/1990
17918,52634,12/12/1990,12/12/1991
17918,52661,12/12/1991,12/11/1992
17918,52848,12/11/1992,12/11/1993
17918,56005,12/11/1993,12/11/1994
17918,56265,12/11/1994,12/11/1995
17918,56525,12/11/1995,12/10/1996
17918,59680,12/10/1996,12/10/1997
17918,64175,12/10/1997,12/10/1998
17918,65731,12/10/1998,12/10/1999
17918,69625,12/10/1999,12/9/2000
17918,71852,12/9/2000,12/9/2001
17918,73326,12/9/2001,1/1/9999
17919,71358,4/21/1995,4/20/1996
17919,74314,4/20/1996,4/20/1997
17919,76543,4/20/1997,4/20/1998
17919,79831,4/20/1998,4/20/1999
17919,83215,4/20/1999,4/19/2000
17919,85144,4/19/2000,4/19/2001
17919,87600,4/19/2001,4/19/2002
17919,90474,4/19/2002,1/1/9999
17920,42405,10/7/1998,10/7/1999
17920,45716,10/7/1999,10/6/2000
17920,47412,10/6/2000,10/6/2001
17920,50321,10/6/2001,1/1/9999
17921,61589,2/4/1995,2/4/1996
17921,65309,2/4/1996,2/3/1997
17921,65775,2/3/1997,2/3/1998
17921,66410,2/3/1998,2/3/1999
17921,68527,2/3/1999,2/3/2000
17921,68332,2/3/2000,2/2/2001
17921,69595,2/2/2001,2/2/2002
17921,69748,2/2/2002,1/1/9999
17922,96117,12/18/1990,12/18/1991
17922,96035,12/18/1991,12/17/1992
17922,96722,12/17/1992,12/17/1992
17923,61104,9/27/1994,9/27/1995
17923,63086,9/27/1995,9/26/1996
17923,64982,9/26/1996,9/26/1997
17923,68893,9/26/1997,9/26/1998
17923,68586,9/26/1998,9/26/1999
17923,71833,9/26/1999,9/25/2000
17923,72573,9/25/2000,9/25/2001
17923,73358,9/25/2001,1/1/9999
17924,53108,5/10/1995,5/9/1996
17924,56099,5/9/1996,5/9/1997
17924,59167,5/9/1997,5/9/1998
17924,59761,5/9/1998,5/9/1999
17924,59633,5/9/1999,5/8/2000
17924,61334,5/8/2000,5/8/2001
17924,61777,5/8/2001,5/8/2002
17924,62754,5/8/2002,1/1/9999
17925,47958,3/9/1987,3/8/1988
17925,48282,3/8/1988,3/8/1989
17925,50282,3/8/1989,3/8/1990
17925,51039,3/8/1990,3/8/1991
17925,54235,3/8/1991,3/7/1992
17925,58212,3/7/1992,3/7/1993
17925,61785,3/7/1993,3/7/1994
17925,64153,3/7/1994,3/7/1995
17925,65340,3/7/1995,3/6/1996
17925,68156,3/6/1996,3/6/1997
17925,68033,3/6/1997,3/6/1998
17925,68802,3/6/1998,3/6/1999
17925,72119,3/6/1999,3/5/2000
17925,75527,3/5/2000,3/5/2001
17925,79970,3/5/2001,3/5/2002
17925,82653,3/5/2002,1/1/9999
17926,40000,6/12/1989,6/12/1990
17926,42921,6/12/1990,6/12/1991
17926,43299,6/12/1991,6/11/1992
17926,44090,6/11/1992,6/11/1993
17926,46391,6/11/1993,6/11/1994
17926,48325,6/11/1994,6/11/1995
17926,50538,6/11/1995,6/10/1996
17926,50216,6/10/1996,6/10/1997
17926,50809,6/10/1997,6/10/1998
17926,54581,6/10/1998,6/10/1999
17926,54823,6/10/1999,6/9/2000
17926,55854,6/9/2000,6/9/2001
17926,57182,6/9/2001,6/9/2002
17926,60684,6/9/2002,1/1/9999
17927,40000,4/24/1999,4/23/2000
17927,40663,4/23/2000,4/23/2001
17927,44996,4/23/2001,4/23/2002
17927,48968,4/23/2002,1/1/9999
17928,50977,10/20/1994,10/20/1995
17928,51414,10/20/1995,10/19/1996
17928,51243,10/19/1996,10/19/1997
17928,51505,10/19/1997,10/19/1998
17928,55638,10/19/1998,10/19/1999
17928,56155,10/19/1999,10/18/2000
17928,56013,10/18/2000,10/18/2001
17928,59059,10/18/2001,1/1/9999
17929,66561,1/11/1991,1/11/1992
17929,68126,1/11/1992,1/10/1993
17929,71339,1/10/1993,1/10/1994
17929,71161,1/10/1994,1/10/1995
17929,73507,1/10/1995,1/10/1996
17929,77590,1/10/1996,1/9/1997
17929,77866,1/9/1997,1/9/1998
17929,80230,1/9/1998,1/9/1999
17929,80711,1/9/1999,1/9/2000
17929,83585,1/9/2000,1/8/2001
17929,84871,1/8/2001,1/8/2002
17929,86520,1/8/2002,1/1/9999
17930,83077,10/9/1988,10/9/1989
17930,83542,10/9/1989,10/9/1990
17930,84387,10/9/1990,10/9/1991
17930,88262,10/9/1991,10/8/1992
17930,89220,10/8/1992,10/8/1993
17930,91838,10/8/1993,8/19/1994
17931,40000,5/4/1986,5/4/1987
17931,40598,5/4/1987,5/3/1988
17931,45081,5/3/1988,5/3/1989
17931,47141,5/3/1989,5/3/1990
17931,49635,5/3/1990,5/3/1991
17931,52217,5/3/1991,5/2/1992
17931,55892,5/2/1992,5/2/1993
17931,59662,5/2/1993,5/2/1994
17931,60158,5/2/1994,5/2/1995
17931,61911,5/2/1995,5/1/1996
17931,65279,5/1/1996,5/1/1997
17931,68990,5/1/1997,5/1/1998
17931,72799,5/1/1998,5/1/1999
17931,75624,5/1/1999,4/30/2000
17931,77440,4/30/2000,4/30/2001
17931,77802,4/30/2001,4/30/2002
17931,82027,4/30/2002,1/1/9999
17932,65751,5/17/1996,5/17/1997
17932,65553,5/17/1997,5/17/1998
17932,66382,5/17/1998,5/17/1999
17932,68332,5/17/1999,5/16/2000
17932,69362,5/16/2000,5/16/2001
17932,69395,5/16/2001,5/16/2002
17932,72876,5/16/2002,1/1/9999
17933,40000,9/29/1993,9/29/1994
17933,39568,9/29/1994,9/29/1995
17933,40932,9/29/1995,9/28/1996
17933,42385,9/28/1996,9/28/1997
17933,41935,9/28/1997,9/28/1998
17933,46155,9/28/1998,9/28/1999
17933,47520,9/28/1999,9/27/2000
17933,51589,9/27/2000,9/27/2001
17933,51574,9/27/2001,1/1/9999
17934,48795,3/19/1996,3/19/1997
17934,49922,3/19/1997,3/19/1998
17934,49903,3/19/1998,3/19/1999
17934,52839,3/19/1999,3/18/2000
17934,53862,3/18/2000,3/18/2001
17934,53607,3/18/2001,3/18/2002
17934,57140,3/18/2002,1/1/9999
17935,46636,1/5/1994,1/5/1995
17935,46725,1/5/1995,1/5/1996
17935,49653,1/5/1996,1/4/1997
17935,54064,1/4/1997,1/4/1998
17935,57058,1/4/1998,1/4/1999
17935,58990,1/4/1999,1/4/2000
17935,61962,1/4/2000,1/3/2001
17935,65405,1/3/2001,1/3/2002
17935,67882,1/3/2002,1/1/9999
17936,56536,7/4/1991,7/3/1992
17936,58107,7/3/1992,1/25/1993
17937,67450,9/6/1992,9/6/1993
17937,69384,9/6/1993,9/6/1994
17937,73198,9/6/1994,9/6/1995
17937,74808,9/6/1995,9/5/1996
17937,77265,9/5/1996,9/5/1997
17937,80623,9/5/1997,9/5/1998
17937,84858,9/5/1998,9/5/1999
17937,86163,9/5/1999,9/4/2000
17937,86641,9/4/2000,9/4/2001
17937,86409,9/4/2001,1/1/9999
17938,87164,1/11/1996,1/10/1997
17938,88752,1/10/1997,1/10/1998
17938,90701,1/10/1998,1/10/1999
17938,92062,1/10/1999,1/10/2000
17938,92406,1/10/2000,1/9/2001
17938,96580,1/9/2001,1/9/2002
17938,96759,1/9/2002,1/1/9999
17939,57603,7/20/1992,7/20/1993
17939,61401,7/20/1993,7/20/1994
17939,61210,7/20/1994,7/20/1995
17939,61388,7/20/1995,7/19/1996
17939,61586,7/19/1996,7/19/1997
17939,62865,7/19/1997,7/19/1998
17939,66737,7/19/1998,7/19/1999
17939,67799,7/19/1999,7/18/2000
17939,70916,7/18/2000,7/18/2001
17939,72859,7/18/2001,7/18/2002
17939,75059,7/18/2002,1/1/9999
17940,45053,10/9/1987,10/8/1988
17940,47415,10/8/1988,10/8/1989
17940,50261,10/8/1989,10/8/1990
17940,51424,10/8/1990,10/8/1991
17940,52162,10/8/1991,10/7/1992
17940,55662,10/7/1992,10/7/1993
17940,55556,10/7/1993,10/7/1994
17940,56299,10/7/1994,10/7/1995
17940,57447,10/7/1995,10/6/1996
17940,61199,10/6/1996,10/6/1997
17940,61068,10/6/1997,10/6/1998
17940,62810,10/6/1998,10/6/1999
17940,64133,10/6/1999,10/5/2000
17940,67665,10/5/2000,10/5/2001
17940,69179,10/5/2001,1/1/9999
17941,40000,9/25/1998,9/25/1999
17941,40031,9/25/1999,9/24/2000
17941,42200,9/24/2000,9/24/2001
17941,45634,9/24/2001,1/1/9999
17942,65896,1/4/1998,1/4/1999
17942,65821,1/4/1999,1/4/2000
17942,65357,1/4/2000,1/3/2001
17942,67714,1/3/2001,9/8/2001
17943,43571,1/29/1987,1/29/1988
17943,46883,1/29/1988,1/28/1989
17943,50841,1/28/1989,1/28/1990
17943,53899,1/28/1990,1/28/1991
17943,58196,1/28/1991,1/28/1992
17943,58025,1/28/1992,1/27/1993
17943,60914,1/27/1993,1/27/1994
17943,65197,1/27/1994,1/27/1995
17943,66585,1/27/1995,1/27/1996
17943,70056,1/27/1996,1/26/1997
17943,71214,1/26/1997,1/26/1998
17943,73424,1/26/1998,1/26/1999
17943,76940,1/26/1999,1/26/2000
17943,76993,1/26/2000,1/25/2001
17943,78312,1/25/2001,1/25/2002
17943,79210,1/25/2002,1/1/9999
17944,78954,10/11/1988,10/11/1989
17944,78760,10/11/1989,10/11/1990
17944,80865,10/11/1990,10/11/1991
17944,85286,10/11/1991,10/10/1992
17944,88072,10/10/1992,10/10/1993
17944,88008,10/10/1993,10/10/1994
17944,90340,10/10/1994,10/10/1995
17944,94032,10/10/1995,10/9/1996
17944,97346,10/9/1996,10/9/1997
17944,99964,10/9/1997,10/9/1998
17944,99541,10/9/1998,10/9/1999
17944,101274,10/9/1999,10/8/2000
17944,104087,10/8/2000,10/8/2001
17944,106587,10/8/2001,1/1/9999
17945,55568,7/20/1985,7/20/1986
17945,57850,7/20/1986,7/20/1987
17945,61316,7/20/1987,7/19/1988
17945,65143,7/19/1988,7/19/1989
17945,69477,7/19/1989,7/19/1990
17945,70006,7/19/1990,7/19/1991
17945,71680,7/19/1991,7/18/1992
17945,74825,7/18/1992,7/18/1993
17945,76039,7/18/1993,7/18/1994
17945,76127,7/18/1994,7/18/1995
17945,80461,7/18/1995,7/17/1996
17945,83277,7/17/1996,7/17/1997
17945,84890,7/17/1997,7/17/1998
17945,85701,7/17/1998,7/17/1999
17945,88593,7/17/1999,7/16/2000
17945,91914,7/16/2000,7/16/2001
17945,95101,7/16/2001,7/16/2002
17945,96999,7/16/2002,1/1/9999
17946,40405,3/23/1992,3/23/1993
17946,43628,3/23/1993,3/23/1994
17946,43555,3/23/1994,3/23/1995
17946,43137,3/23/1995,3/22/1996
17946,46364,3/22/1996,3/22/1997
17946,47712,3/22/1997,3/22/1998
17946,47640,3/22/1998,3/22/1999
17946,47646,3/22/1999,3/21/2000
17946,47627,3/21/2000,3/21/2001
17946,51508,3/21/2001,3/21/2002
17946,55633,3/21/2002,1/1/9999
17947,47086,8/9/1990,8/9/1991
17947,47031,8/9/1991,8/8/1992
17947,49325,8/8/1992,8/8/1993
17947,53092,8/8/1993,8/8/1994
17947,53562,8/8/1994,8/8/1995
17947,53753,8/8/1995,8/7/1996
17947,56191,8/7/1996,8/7/1997
17947,56336,8/7/1997,8/7/1998
17947,57506,8/7/1998,8/7/1999
17947,57812,8/7/1999,8/6/2000
17947,62241,8/6/2000,8/6/2001
17947,64283,8/6/2001,1/1/9999
17948,40000,11/1/1989,11/1/1990
17948,41954,11/1/1990,11/1/1991
17948,43731,11/1/1991,10/31/1992
17948,43256,10/31/1992,10/31/1993
17948,47457,10/31/1993,10/31/1994
17948,50899,10/31/1994,10/31/1995
17948,51220,10/31/1995,10/30/1996
17948,52454,10/30/1996,10/30/1997
17948,51965,10/30/1997,10/30/1998
17948,51668,10/30/1998,10/30/1999
17948,52949,10/30/1999,10/29/2000
17948,52845,10/29/2000,10/29/2001
17948,54282,10/29/2001,1/1/9999
17949,40000,1/7/1995,1/7/1996
17949,43181,1/7/1996,1/6/1997
17949,44780,1/6/1997,1/6/1998
17949,44605,1/6/1998,1/6/1999
17949,45936,1/6/1999,1/6/2000
17949,49062,1/6/2000,1/5/2001
17949,50625,1/5/2001,1/5/2002
17949,51925,1/5/2002,1/1/9999
17950,40000,7/9/1990,7/9/1991
17950,39707,7/9/1991,7/8/1992
17950,41240,7/8/1992,7/8/1993
17950,45718,7/8/1993,7/8/1994
17950,46079,7/8/1994,7/8/1995
17950,48489,7/8/1995,7/7/1996
17950,49925,7/7/1996,7/7/1997
17950,52292,7/7/1997,7/7/1998
17950,53844,7/7/1998,7/7/1999
17950,55939,7/7/1999,7/6/2000
17950,57937,7/6/2000,7/6/2001
17950,59024,7/6/2001,7/6/2002
17950,61228,7/6/2002,1/1/9999
17951,102561,7/19/1994,7/19/1995
17951,105147,7/19/1995,7/18/1996
17951,108699,7/18/1996,7/18/1997
17951,112258,7/18/1997,7/18/1998
17951,114067,7/18/1998,7/18/1999
17951,117577,7/18/1999,7/17/2000
17951,120731,7/17/2000,7/17/2001
17951,121051,7/17/2001,8/27/2001
17952,53220,1/12/1993,1/12/1994
17952,54612,1/12/1994,1/12/1995
17952,54647,1/12/1995,1/12/1996
17952,57321,1/12/1996,1/11/1997
17952,59641,1/11/1997,1/11/1998
17952,60106,1/11/1998,1/11/1999
17952,62808,1/11/1999,1/11/2000
17952,64576,1/11/2000,1/10/2001
17952,66209,1/10/2001,1/10/2002
17952,69562,1/10/2002,1/1/9999
17953,42219,9/7/1985,9/7/1986
17953,42309,9/7/1986,9/7/1987
17953,44574,9/7/1987,9/6/1988
17953,46402,9/6/1988,9/6/1989
17953,48617,9/6/1989,9/6/1990
17953,51121,9/6/1990,9/6/1991
17953,54781,9/6/1991,9/5/1992
17953,55577,9/5/1992,9/5/1993
17953,56589,9/5/1993,9/5/1994
17953,59537,9/5/1994,9/5/1995
17953,60981,9/5/1995,9/4/1996
17953,61167,9/4/1996,9/4/1997
17953,64252,9/4/1997,9/4/1998
17953,66675,9/4/1998,9/4/1999
17953,67592,9/4/1999,9/3/2000
17953,69601,9/3/2000,9/3/2001
17953,69351,9/3/2001,1/1/9999
17954,40000,5/5/1985,5/5/1986
17954,39957,5/5/1986,5/5/1987
17954,43963,5/5/1987,5/4/1988
17954,43585,5/4/1988,5/4/1989
17954,47064,5/4/1989,5/4/1990
17954,50935,5/4/1990,5/4/1991
17954,51284,5/4/1991,5/3/1992
17954,53291,5/3/1992,5/3/1993
17954,55160,5/3/1993,5/3/1994
17954,59615,5/3/1994,5/3/1995
17954,61189,5/3/1995,5/2/1996
17954,63428,5/2/1996,5/2/1997
17954,65966,5/2/1997,5/2/1998
17954,65620,5/2/1998,5/2/1999
17954,69889,5/2/1999,5/1/2000
17954,72959,5/1/2000,5/1/2001
17954,77456,5/1/2001,5/1/2002
17954,81806,5/1/2002,1/1/9999
